Sentence,POS Tags
ಮ ಝಾಡೇರ್ ಮಾಯೀ ವಾಳ ಆವಾಜೆನ್ ಸಾಮಳುಚು,pronoun noun preposition noun verb verb
ಮನ್ ಅತರಾ ದೂರೇತಿ ತಾರ ವಾತೇ ಸಾಮಳಾಯೇನೀ,pronoun adjective adverb pronoun noun verb
ಅತರಾ ಬೋಜಾ ಪೋಡ್ಯ ನ ಮನ್ ಪಕಡೇರ ವೇನೀ,adjective adjective noun preposition pronoun verb verb
ಮನ್ ವೋರ ರೊವಣೋ ಗಾವಣೋ ಮುಂಡೋ ದೇಖೇರ ವೇನೀ,pronoun pronoun adjective adjective noun verb verb
ಮನ್ ಠೀಕ ದೇಖೇರ್ ವೆರಿ ಕೋಂತಿ,pronoun adjective verb verb verb
ವೋತ ಕಾಯಿ ಲಖಮೇಲೇ ಚ ಮನ ದಿಸರಿ ಕೋಂತಿ,adverb adjective verb verb pronoun verb verb
ಮನ ಅಬ್ ಗೀದಗಾಯೆರೊ ವೇನೀ,pronoun adverb verb verb
ಮನ ವೋರ ಹೊಲಸ ಚಟಾನ ಸಮಾಳೆರ ವೆರಿಕೊಂತಿ,pronoun pronoun adjective adjective verb verb
ಮನ್ ಕಿಂಚೇರ ವಾಟೇಪರ ಚಾಲೇನ ವೇನೀ,pronoun verb noun verb verb
ವೋ ಘರೇತಿ ಧುಂವ್ ಆರೋ ಜೇನ ಮ ದೇಖರೋಚು,pronoun noun noun verb preposition pronoun verb
ಮನ್ ಕಾಯಿಕೋ ಬಳಮೇಲಿ ಜಕೋಣ ವಾಸ ಆರೋಚ,pronoun preposition verb conjunction verb verb
ಮನ ದೂರೆತಿ ಮಲ್ಲಿಗೆ ಫುಲೇರ ವಾಸ ಆರಿಚ,pronoun adverb noun noun verb verb
ಮ ಸಾರಿ ನಂದಿ ಪೆರ ಸಕುಚು,pronoun adjective noun verb verb
ಮನ್ ಠೀಕ ಪೆರೇರ ಅವಚ,pronoun adjective verb verb
ಮನ ಸಳಕಮ್ ವೇಗೋ,pronoun noun verb
ಆಜ ರಾತ ಮನ್ ಕುಣಸಿ ತಾರಾ ದಿಸಾಯೆ ಕೊಂತಿ,adverb noun pronoun preposition noun verb verb
ಮ ಕಾಲೇನ ಸಾಲಿನ ಗೋ ಕೋನೀ,pronoun adverb noun verb verb
ಮ ಬಡಗ್ಯಾನ್ ವಾತೆ ಕರಾಯೆಕೋನಿ,pronoun noun noun verb
ಮ ತಾರ ಸೇಮಾನು ತಿ ರಮ್ಮೋ,pronoun pronoun noun preposition verb
ಮ ಬೋಟಿ ಖಾವುನಿ,pronoun noun verb
ಮ ಸಾಲಿನ ಜಾವುನಿ,pronoun noun verb
ಚೋರಿ ವೆಮೇಲಿ ಜಕೋಣ ಮನ್ ಕಾಯಿ ಮಾಲಮ ಛೆನಿ,noun verb conjunction pronoun adjective verb verb
ತೂ ಅತ್ತ ಆವ ಜಕೋಣ ಮನ ಇಷ್ಟಾ ಛೆನಿ,pronoun adverb verb conjunction pronoun verb verb
ಮಾರ್ ಗೊಣ್ಣಿನ ಮ ಲಾಡ ಕರುನೀ,pronoun noun pronoun adjective verb
ಮ ಭಿನ್ಜಾಯಿ ತೋಬಿ ಚಾಲಚ,pronoun verb conjunction verb
ಮ ರಾತ್ ಸೋವುನಿ,pronoun noun verb
ವು ಮನ್ ಇಷ್ಟಾ ಪಡಚ ಕಾಯಿ ಛೆನಿ ಮನ್ ಮಾಲಮ್ ಛೆನಿ,pronoun pronoun verb verb preposition adverb pronoun verb verb
ಮ ಮಾರ ಆಂಗಳಿನ ಕಾಟೇನ ಬಯಸುನಿ,pronoun pronoun noun verb verb
ಮ ಜೆಗ್ಗೇತಿ ಪಾಣಿ ಪಿದೋ,pronoun noun noun verb
ಮರಮೇಲೋ ಜಕೋಣ ಕುತರಾ ಬುರೇನ್ ಮ ಖಾಡ ಖೋದೋ,verb conjunction noun verb pronoun noun verb
ರಾತ ಅಂಗಳೋ ಆವಚ ಕನ ಮನ ಚಮಕಣಿ ಚ,noun noun verb preposition pronoun verb verb
ಮನ ಗೀದಗಾನು ಜಿನ್ವ ವೆರಿಚ,pronoun verb adjective verb
ಮನ್ ಆಜ್ ರಾತ್ ಧಗಿ ಲಾಗಚ,pronoun adverb noun verb verb
ಮನ ಜಲದಿ ನಿಂದ ಆವಾಚ,pronoun adverb noun verb
ಖಬರ ಸಾಮಳೆನ ಮನ ಖುಷಿ ವಿ,noun verb pronoun verb verb
ಮ ನಂಗಾವಣೆ ಮಾಯೀ ನೂಣ ಘಾಲೇರ ಭೂಲ ನಾಕೋಚು,pronoun noun preposition noun verb verb verb
ಮ ಹಟಾ ಕಿದೋ ಜೆ ಛೋರಾ ನ ಮಸ್ತ್ ಮಾರೋಚು,pronoun noun verb preposition noun preposition adjective verb
ಮ ಘಣ ರಾತ್ ಕರನ ಸೋವುನ್ಚು,pronoun adjective noun preposition verb
ಮ ಸೆಮಾನ್ ಲೇನ್ ಹಾಟೇನ ಜಾವುನ್ಚು,pronoun noun verb noun verb
ಮನ್ ಏಕ ಆಚೊ ಸಾಡೋ ಉಡುಗೊರೆ ಮಳೋಚ,pronoun adjective adjective noun noun verb
ಮನ್ ಪತ್ರಾ ಲಕ ಲಕನ ಬ್ಯಾಸರ ವೇಗಿಚ,pronoun noun verb verb verb verb
ಮನ್ ಪತ್ರಾ ಲಕ ಲಕನ ಬ್ಯಾಸರ ವೇಗಿಚ,pronoun noun verb verb verb verb
ಮ ಖೇತೇಮ ಕಾಮ ಕರನ ಮಾರ ಹಾತ ಘಣ ಹೋಲಸ ವೇಮೇಲೇಚ,pronoun noun noun verb pronoun noun adjective adjective verb
ಮಾರ ಆಂಕಿಮಾಯೀ ದಶೇಕ್ ಉಸಕಾ ಜಾಮೇಲೋಚ,pronoun noun adjective noun verb
ಮ ಆರಮ್ ತಪ್ಪಗೋ ಜೇರ ಪಚ ಮ ಸುಕಾಗೋ,pronoun verb verb preposition preposition pronoun verb
ಮ ನಂದಿರ ಕನಜ ಮೋಟೊ ವಿಯೋಚೋ,pronoun noun preposition adjective verb
ಮ ಆಜ ದಸೇಕ ಚಾವಳ ಖಾದೋ,pronoun adverb adjective noun verb
ಇ ಹೊಲಸ ಕಾಮ ಕರೆನ ಮನ ಇಷ್ಟಾ ಛೆನಿ,pronoun adjective noun verb pronoun verb verb
ಲಬಾಡಿ ಕರಜೇ ಮಾಣಸುನ ಮನ ದೇಖೆರ ವೆನಿ,noun verb noun pronoun verb verb
ಮನ ತಾವ ಚ,pronoun verb verb
ತೋನ ಕೇನ ಮ ಏಕ ಆಚ ಸುದ್ದಿ ಲಾಯೋ ಚು,pronoun verb pronoun adjective adjective noun verb verb
ಮಾರ ದಡಿಯಾ ಮಾಯೀ ಏಕ ಘರಚ,pronoun noun preposition adjective noun
ಮಾರ್ ಧಾಯೀ ಏಕ ರಾತಡೊ ಸಾಡೊ ಚ,pronoun preposition adjective adjective noun verb
ಮಾರ ಧಾಯೀ ಚೋರಿ ವೇಮಲಿಜೇರ್ ದಶೇಕ ಮಾಹಿತಿ ಚ,pronoun preposition noun verb adjective noun verb
ಮನ ಛಾರ ಫೂಪಿ ಯೋ ಚ,pronoun adjective noun preposition verb
ಮ ಖಡೇಮಾಯಿ ಚಾವಿ ಗಮಾಲಿದೋಚು,pronoun noun noun verb
ಮ ಪೆರೆರ ಸಿಖಲಿದೋಚು,pronoun verb verb
ಮಾರ ಧಾಯೀ ಚೋರಿ ವೇಮಲಿಜೇರ್ ದಶೇಕ ಮಾಹಿತಿ ಚ,pronoun preposition noun verb adjective noun verb
ಮ ಅಬೇ ಜಾನು,pronoun adverb verb
ಮಾರ್ ಧಾಯಿ ದಿ ಚಾಕು ನ ಏಕ ಸುತ್ತಗಿ ಚ,pronoun preposition adjective noun preposition adjective noun verb
ಮ ವೋನ ಪತಂಗ ವರಾಡೇನ ಮದತ್ ಕಿದೋ,pronoun pronoun noun verb verb verb
ಸವಾರ ಸೂರ್ಯ ಚಮಕೇದ ಕನ ಆಸಾ ಕರುಚು,adverb noun adjective preposition verb verb
ಮ ಜಲ್ದಿ ಅಂಗಾರ ಲಗಾಡೊ,pronoun adverb noun verb
ಮ ಝಾಡೇತಿ ಹೇಟ ಜಮ್ಮಿ ಪರ ಪಡಗೋ,pronoun noun preposition noun preposition verb
ಮ ಕಳೆಕಳಾಯ್ ಭಾಜಿ ಪಾಲೇನ ಭರನ ಫೆಕ್ಯಾಯ್,noun adjective noun noun verb verb
ಮ ಬಾದ ಮಾಣಸೇನ ಮಾರನಾಕುಚು,noun adjective noun verb
ಪೇಪರೇ ಮಾಯೀ ಕಾಯೀ ಲಕಮೇಲೇ ಚ ಮನಮಾಲಮ್ ಚ,noun preposition adjective verb verb pronoun verb
ತು ಕಾಯೀ ಕೇರೋ ಜಕೋಣ ಮನ ಮಾಲಮ್ ಚ,pronoun adjective verb conjunction pronoun verb verb
ಮ ಲಾಂಬ್ ಝಾಡೇಯಂದುನ ಚಡೆನ ಇಷ್ಟಾ ಪಡುಚು,pronoun adjective noun verb verb verb
ಮ ಇನ್ದ್ರ ಧನುಷ್ಯಾ ದೇಖೇನ ಇಷ್ಟ ಪಡುಚು,pronoun noun noun verb verb verb
ಮ ಅತಜ ರುಚು,pronoun adverb verb
ಮ ಮಾರ ನಾಣಕಿ ಭೇನರ್ ಜೋಡಿ ರಮ್ಮೇನ ಪಸಂದ ಕರುಚು,pronoun pronoun adjective noun preposition verb verb verb
ಮ ಲಕಡಿನ ಸಾಫ್ ಜನಾವರ್ ಕನ ಸಮಜೋತೋ,pronoun noun noun noun preposition verb
ಮನ ದಸೆಕ್ ಪಾಣಿ ಚಾವ,pronoun adjective noun verb
ಗೊಡಿನ ಥಾಮೆನ ವಾಸಳಿರ ದಿ ಲಕಡಿ ಛಾವ,noun verb noun adjective noun verb
ಮ ಕನಾಯಿಬಿ ತಮಾಕು ಖಾಯೇನ ಇಷ್ಟಾ ಪಡುನಿ,pronoun conjunction noun verb verb verb
ಮಾರ ಕನ್ ಏಕಜ ಹಪ್ತಿ ತಮಾಕು ವೇತ್ತಿ,pronoun adverb adjective preposition noun verb
ಮ ಬಾಯಿಗೋಳೆರ್ ಡಾಕ್ಟರೇನ್ ದೀಖಾಯೆನ್ ಚಾವುಂಚು,pronoun noun noun verb verb
ಮ ಮರಾಡಿನ ಮರ್ಯಾದಿ ದೂಚು,pronoun noun noun verb
ಮ ಘಾವ್ ವೆಮೆಲೋಜೆಪರ್ ಮಲಾಮ್ ಘಸೋ,pronoun noun verb noun verb
ಮ ಬೆಂಚೆ ಪರ ಬೆಟೊಚು,pronoun noun preposition verb
ಮ ಹೇಟ ಜಮಿ ಪರ ಬೇಸನ ಕಾಯಿಪಲ್ಲೆ ಕಾಟೋಚು,pronoun preposition noun preposition verb noun verb
ಮ ಆಜ ರಾತ ಚಾಂದಾ ಭಾರಿ ಚಮಕೋಜಕೋಣ ದೀಟೊ,pronoun adverb noun noun adjective adjective verb
ಮ ಕಾಳೋ ಸಾಡೊ ಪೆರಮೇಲಿ ಜಕೋಣ ಬಾಯಿಗೋಳೆನ್ ದಿಟೋ,pronoun adjective noun verb conjunction noun verb
ಮ ವೊನ್ ಅಜೆಕ ದಾಡ ದಿಟೊ,pronoun pronoun pronoun noun verb
ಲಾರೆರ ಮಿನಾಮಾಯಿ ವೊನ್ ಮ ಘಣ ಸಲಾ ದಿಟೋಚು,adverb noun pronoun pronoun adjective preposition verb
ಕಾಲೆನ್ ಮ ತೊನ್ ದಿಟೊಚು,adverb pronoun pronoun verb
ಮ ಕಾಲೇನ ರಾತೇನ್ ಘಣ ಮಸ್ತ್ ನಿಂದ ಕಿದೋ,pronoun adverb noun adjective adjective verb verb
ಮ ಸಾರಿ ರಾತ್ ಜಾಗರೋತೋ,pronoun preposition noun verb
ಮ ಕಾಲೇನ ರಾತ್ ಲೇಟ್ ಕರನ ಸುತೋ,pronoun adverb noun adjective preposition verb
ವು ಕಾಯಿ ಕೆನ ಬಯಸರೊಚ ಕನ್ ಅನ್ನಸರಿಚ,pronoun adjective preposition verb preposition verb
ಮಸಾಲೆ ಯಂದುನ ರುಬ್ಬೇರಜ ಠಿಕ ಕೆನ ಅನ್ನಸರಿಚ,noun conjunction verb adjective preposition verb
ವು ಆಚ ಛೋರಿ ಕನ ಅನ್ನಸರಿಚ,pronoun adjective noun preposition verb
ಏಕ ಛತ್ರಿ ಲೇರಜ ಆಚೋ ಕನ ಅನ್ನಸರಿಚ,adjective noun verb adjective preposition verb
ತಮ ಠಿಕಚೊ ಕೇನ್ ಮ ಸಮಜುಚು,pronoun adjective preposition pronoun verb
ಮ ಚಲಕೋಡಿ ನ ಭಾಟಾ ಮಾರೋ,pronoun noun preposition noun verb
ಮ ಮಾರ್ ಬುಟೇನ ಫೆಕಾಯೋ,pronoun pronoun noun verb
ಮ ಕಳಮಲೆ ಜಕೋಣ ಕಾಯಿಪಲ್ಲೇನ ಫೇಖಾಯೋ,pronoun adjective conjunction noun verb
ಮ ಗಾವಡಿನ ಝಾಡೇತಿ ಠಿಕ ಭಾಂದೋಚು,pronoun noun noun adjective verb
ಮ ಮಾರ್ ಬೇಟಿ ನ ಭಾರ ಹಿಂಡೇನ ಬಲಾಲೆಗೋತೋ,pronoun pronoun noun preposition noun verb verb
ಮ ನಂದಿರ ದಂಡಿ ಹಿಂಡೊ,pronoun noun noun verb
ಮನ ರಾತಡೊ ಫೂಲ ಚಾವ ಹಳದಿ ಕೋನಿ,pronoun adjective noun verb adjective adverb
ಮ ಚಂದ್ರಲೋಕೇನ ಜಾನು,pronoun noun verb
ಮ ಮಾರ ದೋಸ್ತೆಯೂನುರ್ ಜೋಡಿ ರಮ್ಮನು,pronoun pronoun noun conjunction verb
ಮ ಬಾಯಿಗೋಳೇರ ಡಾಕ್ಟರೇನ್ ದೇಕನು,pronoun noun noun verb
ಮನ್ ಗುಂಡಾನೋ ಘಣ ಮಾರೇ,pronoun noun adjective verb
ಮನ ಗುಂಡಾವೋ ಘಣ ರೀಷೇತಿ ಮಾರೇಚ,pronoun noun adjective adjective verb
ಮ ಛತ್ರಿ ರತೋಬಿ ಭಿನ್ಜಾಗೊ,pronoun noun preposition verb
ಮ ಮಾರ ಜಿಗಲಾನ್ ಮಜ ಧೊಲ್ದೊ,pronoun pronoun noun pronoun verb
ಮ ಸೆ ಪಿಸ್ಸಾ ಜೂಜ ರಮ್ಮೆಮಾಯಿ ಹಾಳಕರ್ಲಿದೋಚು,pronoun pronoun noun noun verb verb
ಮ ಛಾರ ವರ್ಷೇರೋ ವೇತ್ತೋ ಜನಾ ವೋತ್ತ ಗೋತೋ,pronoun adjective noun verb preposition adverb verb
ಮ ಪಚ್ಚ ಆವುಂಚು,pronoun adverb verb
ಮ ತಾರ್ ಆಂಗ್ ಮರುಚು,pronoun pronoun preposition verb
ಮ ಮಾರ ಹಾತೇಪರೇರ ಧುಳೆನ ಲೂಲದೋ,pronoun pronoun noun noun verb
ತು ಮನ್ ಪುಚೊ ತೊ ಮ ಜಾವಾಳತೊ,pronoun pronoun verb preposition pronoun verb
ಮ ಮಾರಜ್ ಏಕ ಸ್ವಂತ ಘರ ಕರು ಕೆರೋಚು,pronoun pronoun adjective adverb noun verb verb
ಮ ತೋನ ಕನ್ನಾಯೀಬಿ ಮಾರು ನಿ,pronoun pronoun adverb verb preposition
ಮ ಮರಜಾಂವುಂಚು ಪಣ ತೋನ ಗಮಾಲುನಿ,pronoun verb conjunction pronoun verb
ವು ಮನ್ ಕ ಕನ್ ಕೋತೋ ಸಾರಿ ಸಾಂಖಿಜ ಕುಚು,pronoun pronoun verb preposition verb adjective noun verb
ವು ಮನ್ ಪುಚೊತೋ ಸಾಂಖಿ ಕುಚು,pronoun pronoun verb noun verb
ವು ಜಲ್ದಿ ಆಯೋಕತೋ ಪತ್ರ ಧೇಖೆವಾಳತೋ,pronoun adverb verb noun verb
ವೊನ್ ಆಯೇರ ವಚ ಕತೋ ಆಣು,pronoun verb verb preposition verb
ವು ಅಗಾವು ಆಯೋವತೋ ಪತ್ರ ದೇಖೆವಾಳತೋ,pronoun adverb verb noun verb
ವು ವೋನ ಸಿಕಾಯೋವತೋ ವೊನ್ ಅಬ ನೌಕರಿ ಮಳೆವಾಳತಿ,pronoun pronoun verb pronoun adverb noun verb
ವು ಸಿಕೋಕತು ವೋನ ನೌಕರಿ ಮಳೆವಾಳತಿ,pronoun verb pronoun noun verb
ವೋರ ವು ಕಾಟಲಿದಿಕತ್ತೋ ಲೋಯೀ ಆವಚ,pronoun pronoun verb noun conjunction
ತು ಮಾರೋತೋ ಮ ರೋವು ಚು,pronoun verb pronoun verb preposition
ತು ಮನ ಪಿಸ್ಸಾ ನ ದಿನೋ ಕತೋ ತೋನ್ ಮ ದೇಖುಚು,pronoun pronoun noun preposition verb preposition pronoun pronoun verb
ತು ಮಾರೋ ಕತೋ ಮ ರೋವುಚು,pronoun pronoun preposition pronoun verb
ಹಳೇ ಕಾಲೇ ಮಾಯೀ ಝಾಡೇರ ಚೊಡಕಿಪರ ಲಕ್ಕತೇತೆ,adjective noun preposition noun noun verb
ಪಾಣಿ ಪಡೆರ್ ಚಾಲು ವೇಗೋಚ,noun verb verb verb
ಘರೆಮಾಯಿ ರಜಕೋಣ ಠಿಕ ಲಾಗಿ ಮನ್,noun verb adjective verb pronoun
ಆಂಗಳಿರ ನಕ್ಕ ಉಕಡೋ ಕತೋ ಘಣ ದುಕಚ,noun noun verb preposition adjective verb
ಆಜ ಸ್ವಚ್ಛ ಅಬಾಳೋ ಚ,adverb adjective noun verb
ಆಜ ದಶೇಕ ಶಿಚ,adverb adjective verb
ವೋ ಝಾಡೇತಿ ದಸೆಕ್ ದುರಚ,pronoun noun adjective verb
ಆಜ ಮಂಜ ಪಡರಿಚ,adverb noun verb
ಇ ನಾಣಕ್ಯಾಸೋ ಘಾವಚ,pronoun adjective verb
ಸಾಂಜ ಪಾಣಿ ಆವಜು ವೆರೋಚ,adverb noun verb verb
ಇ ತಾರ ದೋಷ ಕಾವ,pronoun pronoun noun verb
ಇ ಏಕಜ ಸ್ಕ್ರಾಚ್ ಚ,pronoun adjective noun verb
ಅಬೆ ಪಾಣಿ ಪಡರೋಚ,adverb noun verb
ಅಬೇ ದೇವೆರ ಗುಡಿನ ಜಾಯೇರ ಸಮಯ ಚ,adverb noun noun verb noun verb
ಭಾರ ಘಣ ಶಿ ಚ,preposition adjective noun verb
ಆಜೇರ ದಾಡೊ ದಸೆಕ್ ಗರಮ್ ಚ,adverb noun adverb adjective verb
ಕಾಲೇನ ಭಾರಿ ಪಾಣಿ ಪಡೊ,adverb adjective noun verb
ಘಣ ವರ್ಷ ವೆಗೇಜು ಅನಸರಿಚ,adjective noun verb verb
ಬೀಜಾ ಮೋಡ ಫುಟೇನ್ ಏಕ್ ವಾರ ಚಾವ,noun noun verb adjective noun verb
ವು ಸೇ ಘಣ ಆಚೋ ಮಜಾ ವೆತ್ತಿ,pronoun pronoun adjective adjective adjective verb
ವು ಮನ್ ಕಾ ಲಬಾಡಿ ಕಿ ಕೆನ ಸಮಜೇನ್ ಕಸ್ಟಾವಿ,pronoun pronoun adjective noun verb preposition verb verb
ಖೇತೇಮಾಯೀ ನಾಗರ ಮಾರೇನ ಆಚೋ ಸಮಯಚ,noun noun verb adjective noun
ಆಜ ರಾತ್ ಸಿ ರಚ,adverb noun noun verb
ಇ ವಾಟೇನ ಜಾಯೇರೋ ಆಚೋ,pronoun noun verb adjective
ಗಪ್ಪ ಬೇಸನ ಆರಾಮ್ ಲ,adjective verb noun verb
ಹೊಲಸ ವೇಮೇಲಿ ಜಕೋಣ ತಾಟೇನ ವೊತ್ತಜ ಮೇಲ,adjective verb conjunction noun adverb verb
ಹೊಲಸ ವೇಮೇಲಿ ಜಕೋಣ ತಾಟೇನ ವೊತ್ತಜ ಮೇಲ,adjective verb conjunction noun adverb verb
ನಾಣಕ್ಯ ಛಚ್ಯಾಬರ ಫುಲ ತೊಡೆನ ಬಯಸಚ,adjective noun noun verb verb
ಮನ ಏಕ ಸ್ವೇಟರ್ ಸಿಡನ್ ದ,pronoun adjective noun verb verb
ಲಕ್ಷ್ಮೀ ಛಂದ ಚ ಪಣ ಸ್ವಭಾವ ಠಿಕಛೆನೀ,noun adjective verb conjunction noun verb
ಅಚಾರ ಕರೇನ ಅಂಬಾ ಸುಕಾಯೇದ್,noun verb noun verb
ಆಪಣ ಬೇಸನ ವಾತೇ ಕರಾ,pronoun noun verb verb
ಆಪಣ ಪಿಸಾನ ವೇಟಾಪಾಳ್ಳಾ,pronoun noun verb
ಆಪಣ ರೋಗೇನ್ ಕು ನಿಯಂತ್ರಣ ಕರನು ಕೇನ್ ವಿಚಾರ ಕರನು,pronoun noun verb noun verb preposition noun verb
ಚಾಲೋ ಆಪಣ ತಳಾಯೇರ ಕನ್ ಜಾಮಾ,verb pronoun noun adverb verb
ಆಪಣ ಭಳನ ದಸೆಕ್ ದುರೇತಕ ಚಾಲಾ,pronoun noun adjective noun verb
ಸಿಂಹಾ ಝಾಡೇರ ಪಾಲೆ ಮಾಯೀ ಗಪ್ಪ ವೇಗೋ,noun noun noun preposition verb verb
ಸಿಂಹಾ ಏಕ್ ಕ್ರೂರ್ ಜಾನ್ವರ್ ಚ,noun adjective adjective noun verb
ವೋತ ಲಾಂಬ್ ಬಂಬು ಪಡೊತೋ,adverb adjective noun verb
ವೋ ಪರವತೇನ ದೇಖ,pronoun noun verb
ಅಬಾಳೆನ್ ದೇಖ್,noun verb
ವೋ ಕಾಳೆ ಮಾಡೇನ ದೇಖ,pronoun adjective noun verb
ಮಾಣಸ ಬದಕೇರ್ ಏಕಜ ಹಪ್ತಿ,noun verb adjective preposition
ಮನೋಜ ಅಂಬಾ ಕಾಟೋಜನಾ ವೋರ ಆಂಗಳಿನ್ ಕಾಟ್ಲಿದೋಚ,noun noun verb verb noun verb
ಘಣ ಮಾಚಳಿ ಮಿಟೊ ಪಾಣಿಮಾಯೀ ಬಚೇನೀ,adjective noun noun noun verb
ಘಣ ಛಚ್ಯಾಬರ ಅಂದೂರ ಮಾ ಬಾಪೇನ ಗಮಾಲಿದೇಚ,adjective noun conjunction noun noun verb
ಘಣ ಮಾಣಸ ವೋ ಜಾಗಾಪರ ಭಳಮೇಲೇಚ,adjective noun pronoun noun verb
ಹಮ್ಮ ಮಾಯೀ ಆಮಾ ಕ,pronoun preposition verb verb
ಬೊಟಿನ ಸಾವಕಾಸ ಸಿಜಾಡಚ,noun adjective verb
ಬೊಟಿನ ಚಾಬೇರೋ ಕಷ್ಟಾ,noun verb verb
ಮೀನಾ ಬೇಸಜನ ಪುಟೋ ಸಿದಾ ಕರನ ಬೇಟಿ ಚ,noun verb noun adjective verb verb verb
ಮೀನಾ ಆಚ ಗೊಣ್ಣಿ ವಚ,noun adjective noun verb
ಮೀನಾ ಅತಜ ರಚ,noun adverb verb
ಮಂತ್ರಿ ಬ್ರಷ್ಟಾಚ ಆದ್ರ ಸರಪಂಚ ಬ್ರಷ್ಟ ಛೆನೀ,noun verb conjunction noun adjective verb
ಮೋಹನ ಚೋರೇರ ಗದಡಿಜ ತೊಡನಾಕೋಚ,noun noun noun verb
ಮೋಹನೇರ ಧಾಯೀ ಏಕ ಸೈಕಲ್ ಚ,noun preposition adjective noun verb
ಮೋಹನೇರ ಬೇಟಿ ತೋನ ಬಲಾಯೇನ್ ಆಯಿಚ,noun noun pronoun verb verb
ಘಣ ಮಾಣಸು ಧಾಯೀ ರೇನ್ ನಾಣಕ್ಯ ಘರಚ,adjective noun preposition verb adjective noun
ಯಾಡಿ ಹಮೆನ್ ಭಾಂಡೇನ್ ಪಸಂದ್ ಕರೆನಿ,noun pronoun verb verb verb
ಮಾ ಬೇಟಾ ನ ದೂದ ಪರಾಯೀ,noun noun preposition noun verb
ಯಾಡಿ ಸೇನಜ ಏಕ ಏಕ ಲಾಡು ದಿನಿ,noun pronoun adjective adjective noun verb
ಯಾಡಿ ಘಣ ನಮ್ರ ಚ,noun adjective adjective verb
ಯಾಡಿ ಮಾತೇಮಾಯೀ ಫುಲ ಘಾಲೇನ ಇಷ್ಟಾ ಪಡಚ,noun noun noun verb verb verb
ಮಾ ನರ್ಸೆನಜ ದೂದ ಪರಾಯೆನ ಕಿ,noun noun noun verb verb
ಯಾಡಿನ ಬರೇ ಕಿರಾಣಿ ಸಾಮಾನ ಚಾರೇಚ,noun preposition noun noun verb
ಯಾಡಿ ಮನ್ ಏಕ ಛಂದ ಫ್ರಾಖ್ ಸಿಡಿ ಚ,noun pronoun adjective adjective noun verb verb
ಯಾಡಿ ಬೇಟಿ ಸಾರು ಖಾಣೋ ಕರಚ,noun noun preposition noun verb
ಯಾಡಿ ಅಬೆ ಖಾಣೋ ಕರಚ,noun adverb noun verb
ಮಾರ ಫೂಪಿ ಜಂಗಲೇಮಾಯೀ ಛೇಂಡಿ ದಿಟಿ,pronoun noun noun noun verb
ಮಾರ ಭಾಯೀ ಘಣ ಮಜಬುತ್ ಪೋಷಾಮಲೋಚ್,pronoun noun adjective adjective verb
ಮಾರ ಸೆಮಾನ್ ಸೇ ಭಿನ್ಜಾ ಮೇಲೇ ಚ,pronoun noun pronoun verb verb verb
ಮಾರ ಬೇಟಿನ ವಿಸ್ಸನ ಪಾಂಚ ವರ್ಷ ವೇಗೇ,pronoun noun adjective adjective noun verb
ಮಾರ ಬಾಪ ಎನ ಸಹಿಸೇನಿ,pronoun noun preposition verb
ಮಾರ ಆಂಗಳಿ ಮಂಗಾಳೆರ ಮಾಕಿ ಕಾಟಿಜನಾ ಸುಜಗಿ,pronoun noun noun noun verb verb
ಮಾರ ದೋಸ್ತ್ ಧಾಯೀ ಪಾಳಮೇಲೇ ಜಕೋಣ ಕುತರಾ ಚ,pronoun noun preposition verb conjunction noun verb
ಮಾರ ದಾದಾ ಬಾಟಿ ಸಾವಕಸ್ ಖಾದೋ,pronoun noun noun adjective verb
ಮಾರ ವಸಡಿ ಸುಜಮೇಲಿಚ,pronoun noun verb
ಖೇತೇಮ ಕಾಮ ಕಿದೋಜನಾ ಮಾರ ಹಾತ ಹೋಲಸ ವೇಗೇಚ,noun noun verb pronoun noun adjective verb
ಮಾರ ಕುಕಡಿ ಇಂಡಾ ಮೇಲರಿಚ,pronoun noun noun verb
ಮಾರ ಟಾಂಗೇನ ಚೋಟ ಲಾಗ್ಗಿಚ,pronoun noun noun verb
ಮಾರ ಮಾ ಅಂಗಾರ ಲಗಾಡೇನ ವಾಸಳಿರ ಲಕಡಿತಿ ಫುಕಾರಿಚ,pronoun noun noun verb noun noun verb
ಮರಾಡಿ ಧಾಂಯಿ ತೀನ ಜೋಡ್ ಬಂಗಡಿಚ,noun preposition adjective adjective noun
ಮರಾಡಿ ಗೋಲ ಬಾಟಿ ಕರಚ,noun adjective noun verb
ಮರಾಡಿ ಕೇನಿ ಬಿ ನೋವ ಕರೇನೀ,noun adverb preposition verb verb
ಮರಾಡಿರ ಪೇಟ ಆಪರಗೋಚ ಆರಾಮ ಛೆನಿ ಜೇತಿ,noun noun verb noun verb preposition
